CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,LLM_Category
3334-CTHOL,1,United States,California,Jackson,95642,"38.336216, -120.76901",38.336216,-120.76901,Female,No,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.95,49.95,Yes,1,71,2041,PRODUCTQUALITY
4704-ERYFC,1,United States,California,Knights Landing,95645,"38.875508, -121.765866",38.875508,-121.765866,Female,No,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,1554,Yes,1,85,2159,DOWNLOADSPEEDS
8621-MNIHH,1,United States,California,Madison,95653,"38.674276, -121.961866",38.674276,-121.961866,Female,Yes,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.25,3217.55,Yes,1,88,3369,NETWORKSPEED
0471-LVHGK,1,United States,California,Orangevale,95662,"38.689174, -121.218435",38.689174,-121.218435,Male,No,Yes,No,41,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,73.0,3001.2,Yes,1,86,2041,COMPETITION
9518-RWHZL,1,United States,California,Penryn,95663,"38.859093, -121.182872",38.859093,-121.182872,Female,No,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.05,6254.2,Yes,1,69,5452,OFFERING
5419-CONWX,1,United States,California,Pleasant Grove,95668,"38.833554, -121.498102",38.833554,-121.498102,Female,Yes,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.8,442.85,Yes,1,89,2268,OFFERING
6240-EURKS,1,United States,California,Plymouth,95669,"38.489273, -120.891614",38.489273,-120.891614,Female,No,No,No,18,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.0,553,Yes,1,76,2649,OFFERING
6960-HVYXR,1,United States,California,Rio Linda,95673,"38.688764, -121.457596",38.688764,-121.457596,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.0,76,Yes,1,72,2567,COMPETITION
7024-OHCCK,1,United States,California,Sheridan,95681,"38.984756, -121.345074",38.984756,-121.345074,Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,170.85,Yes,1,72,4193,UNCERTAINTY
7861-UVUFT,1,United States,California,Sloughhouse,95683,"38.470423, -121.114897",38.470423,-121.114897,Female,No,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.3,1308.4,Yes,1,86,4003,PRODUCTQUALITY
5357-TZHPP,1,United States,California,Wheatland,95692,"39.043387, -121.409837",39.043387,-121.409837,Male,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.4,732.5,Yes,1,83,5745,COMPETITIVEADVANTAGE
0680-DFNNY,1,United States,California,Winters,95694,"38.578604, -122.024579",38.578604,-122.024579,Male,No,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.1,1504.05,Yes,1,97,2055,OFFERING
7767-UXAGJ,1,United States,California,Colfax,95713,"39.084645, -120.894014",39.084645,-120.894014,Male,No,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.45,50.45,Yes,1,68,2928,COMPETITION
1571-SAVHK,1,United States,California,Meadow Vista,95722,"39.003358, -121.022539",39.003358,-121.022539,Male,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.95,1132.75,Yes,1,80,5598,PRODUCTQUALITY
9546-CQJSU,1,United States,California,Soda Springs,95728,"39.279068, -120.414275",39.279068,-120.414275,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.4,193.6,Yes,1,80,5100,PRODUCTQUALITY
0506-LVNGN,1,United States,California,Rancho Cordova,95742,"38.591134, -121.161585",38.591134,-121.161585,Female,Yes,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.55,349.65,Yes,1,97,4028,SERVICE_QUALITY
2951-QOQTK,1,United States,California,Sacramento,95815,"38.608405, -121.449942",38.608405,-121.449942,Male,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),80.8,332.45,Yes,1,72,5436,SPEEDLEVEL
3473-XIIIT,1,United States,California,Sacramento,95824,"38.517295, -121.439819",38.517295,-121.439819,Female,No,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.0,1534.75,Yes,1,68,3794,SERVICE_QUALITY
7893-IXHRQ,1,United States,California,Sacramento,95826,"38.542532, -121.378826",38.542532,-121.378826,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.55,20.55,Yes,1,87,5636,OFFERING
2952-QAYZF,1,United States,California,Sacramento,95828,"38.486938, -121.395805",38.486938,-121.395805,Male,No,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.3,424.15,Yes,1,81,2264,OFFERING
4763-PGDPO,1,United States,California,Sacramento,95831,"38.494832, -121.529447",38.494832,-121.529447,Female,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,281,Yes,1,88,4494,OFFERING
5394-SVGJV,1,United States,California,Sacramento,95838,"38.646096, -121.442433",38.646096,-121.442433,Male,No,No,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.8,3475.55,Yes,1,82,3066,COMPETITIVEACTION
9283-LZQOH,1,United States,California,Antelope,95843,"38.715498, -121.363411",38.715498,-121.363411,Male,No,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.4,896.75,Yes,1,89,3687,COMPETITION
7079-QRCBC,1,United States,California,Sacramento,95864,"38.585826, -121.376263",38.585826,-121.376263,Female,No,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.75,2407.3,Yes,1,85,4016,PRODUCTQUALITY
5469-CTCWN,1,United States,California,Arbuckle,95912,"38.982373, -122.047751",38.982373,-122.047751,Male,No,Yes,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,106.0,6547.7,Yes,1,92,4334,SERVICEQUALITY
9851-QXEEQ,1,United States,California,Bangor,95914,"39.396585, -121.38029",39.396585,-121.38029,Male,No,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.7,4346.4,Yes,1,84,3316,OFFERING
9809-IMGCQ,1,United States,California,Canyon Dam,95923,"40.171312, -121.120605",40.171312,-121.120605,Male,Yes,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.7,2082.95,Yes,1,93,4458,COMPETITION
5208-HFSBT,1,United States,California,Challenge,95925,"39.461768, -121.195825",39.461768,-121.195825,Female,No,No,No,2,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.05,102.75,Yes,1,81,5855,PRODUCTQUALITY
3254-YRILK,1,United States,California,Dobbins,95935,"39.381174, -121.21191",39.381174,-121.21191,Male,Yes,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.2,1775.8,Yes,1,69,5683,PRODUCTQUALITY
2667-WYLWJ,1,United States,California,Dunnigan,95937,"38.931425, -121.946081",38.931425,-121.946081,Female,No,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.75,145,Yes,1,89,2247,DOWNLOADSPEEDS
0529-ONKER,1,United States,California,Forest Ranch,95942,"40.077028, -121.494168",40.077028,-121.494168,Male,Yes,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.65,1146.65,Yes,1,96,2099,COMPETITIVEADVANTAGE
5240-IJOQT,1,United States,California,Grass Valley,95949,"39.099204, -121.137962",39.099204,-121.137962,Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,Yes,1,88,3348,SERVICELEVEL
1092-GANHU,1,United States,California,Magalia,95954,"39.933852, -121.584371",39.933852,-121.584371,Male,No,No,No,17,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,76.65,1313.55,Yes,1,87,3182,DATACOMPARISON
0661-XEYAN,1,United States,California,Nevada City,95959,"39.333737, -120.858667",39.333737,-120.858667,Female,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.8,25.8,Yes,1,97,3884,DATACOMPARISON
7881-EVUAD,1,United States,California,Oroville,95966,"39.473896, -121.415927",39.473896,-121.415927,Female,No,No,No,2,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,42.6,72.4,Yes,1,79,4648,OFFERING
5766-XQXMQ,1,United States,California,Princeton,95970,"39.424957, -122.039307",39.424957,-122.039307,Female,No,No,No,29,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.85,1970.5,Yes,1,79,5449,COMPETITION
3703-VAVCL,1,United States,California,Strawberry Valley,95981,"39.58458, -121.093256",39.58458,-121.093256,Male,No,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),90.0,190.05,Yes,1,99,3902,COMPETITION
8519-QJGJD,1,United States,California,Twain,95984,"40.022184, -121.062384",40.022184,-121.062384,Female,No,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.35,1025.95,Yes,1,71,4995,PROFESSIONALISM
6326-MTTXK,1,United States,California,Yuba City,95993,"39.075694, -121.70606",39.075694,-121.70606,Male,No,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.85,819.55,Yes,1,97,3849,PROFESSIONALISM
0330-IVZHA,1,United States,California,Anderson,96007,"40.448632, -122.306657",40.448632,-122.306657,Female,No,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,330.15,Yes,1,81,2969,PROFESSIONALISM
2886-KEFUM,1,United States,California,Big Bend,96011,"41.096569, -121.879082",41.096569,-121.879082,Female,No,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.5,6873.75,Yes,1,96,6144,SUPPORTATTITUDE
4237-RLAQD,1,United States,California,Callahan,96014,"41.388397, -122.794636",41.388397,-122.794636,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,45.85,Yes,1,94,5930,SUPPORTATTITUDE
9651-GTSAQ,1,United States,California,Corning,96021,"39.913777, -122.289984",39.913777,-122.289984,Female,No,Yes,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.1,5769.75,Yes,1,94,4471,ROLE
3186-BAXNB,1,United States,California,Cottonwood,96022,"40.336392, -122.448533",40.336392,-122.448533,Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,91.7,91.7,Yes,1,71,4319,SERVICEATTITUDE
0637-YLETY,1,United States,California,Douglas City,96024,"40.586588, -122.903677",40.586588,-122.903677,Female,No,No,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.6,1555.65,Yes,1,96,5915,SERVICEATTITUDE
1157-BQCUW,1,United States,California,Fall River Mills,96028,"41.017282, -121.468945",41.017282,-121.468945,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,74.95,Yes,1,82,2591,PROFESSIONALISM
2660-EMUBI,1,United States,California,Fort Jones,96032,"41.5837, -122.935922",41.5837,-122.935922,Male,Yes,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.35,898.35,Yes,1,75,5353,ROLE
7675-OZCZG,1,United States,California,Hayfork,96041,"40.547857, -123.187265",40.547857,-123.187265,Female,Yes,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.0,127.1,Yes,1,77,4145,COMPETITION
2003-CKLOR,1,United States,California,Igo,96047,"40.524535, -122.647172",40.524535,-122.647172,Male,No,No,No,66,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.5,6710.5,Yes,1,73,4001,MOVEMENT
9254-RBFON,1,United States,California,Klamath River,96050,"41.816595, -122.948287",41.816595,-122.948287,Female,No,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),98.6,1704.95,Yes,1,91,5160,MOVEMENT
1205-WNWPJ,1,United States,California,Lakehead,96051,"40.883853, -122.418258",40.883853,-122.418258,Female,No,No,No,7,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,59.5,415.95,Yes,1,91,4661,ACTION
9391-EOYLI,1,United States,California,Lewiston,96052,"40.704293, -122.803899",40.704293,-122.803899,Male,Yes,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.45,950.2,Yes,1,69,5374,COMPETITION
8387-MOJJT,1,United States,California,Nubieber,96068,"41.082472, -121.195215",41.082472,-121.195215,Female,No,Yes,No,42,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),77.95,3384,Yes,1,82,5396,COMPETITION
2761-OCIAX,1,United States,California,Palo Cedro,96073,"40.582399, -122.195512",40.582399,-122.195512,Male,Yes,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,165.4,Yes,1,81,2803,COMPETITIVEACTION
3068-OMWZA,1,United States,California,Round Mountain,96084,"40.923558, -122.059933",40.923558,-122.059933,Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.8,88.8,Yes,1,91,3106,COMPETITION
6032-KRXXO,1,United States,California,Seiad Valley,96086,"41.924174, -123.260788",41.924174,-123.260788,Male,No,No,No,30,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.25,2755.35,Yes,1,84,5654,COMPETITIVEACTIVITY
7459-RRWQZ,1,United States,California,Shasta,96087,"40.617614, -122.512861",40.617614,-122.512861,Female,No,No,No,15,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.65,994.55,Yes,1,89,4780,COMPETITION
4154-AQUGT,1,United States,California,Vina,96092,"39.955164, -122.018567",39.955164,-122.018567,Male,Yes,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.05,1169.35,Yes,1,82,3861,COMPETITIVEACTION
3092-IGHWF,1,United States,California,Alturas,96101,"41.468877, -120.54229",41.468877,-120.54229,Male,No,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,87.4,5918.8,Yes,1,65,4421,COMPETITION
8017-LXHFA,1,United States,California,Davis Creek,96108,"41.750354, -120.403885",41.750354,-120.403885,Female,Yes,No,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,2293.6,Yes,1,95,2740,COMPETITION
6352-TWCAU,1,United States,California,Fort Bidwell,96112,"41.932207, -120.135941",41.932207,-120.135941,Female,No,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.45,3029.1,Yes,1,68,5874,COMPETITION
2929-QNSRW,1,United States,California,Lake City,96115,"41.729079, -120.225025",41.729079,-120.225025,Female,No,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,98.25,5508.35,Yes,1,97,4886,COMPETITION
1262-OPMFY,1,United States,California,Likely,96116,"41.266008, -120.490731",41.266008,-120.490731,Female,No,Yes,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.75,655.9,Yes,1,96,5105,COMPETITION
4248-QPAVC,1,United States,California,Portola,96122,"39.786755, -120.445626",39.786755,-120.445626,Female,Yes,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.35,1463.45,Yes,1,70,3209,COMPETITION
1899-VXWXM,1,United States,California,Ravendale,96123,"40.845738, -120.322219",40.845738,-120.322219,Male,No,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),106.1,5082.8,Yes,1,69,5898,COMPETITION
4690-LLKUA,1,United States,California,Topaz,96133,"38.636052, -119.489162",38.636052,-119.489162,Male,Yes,No,No,17,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.05,770.6,Yes,1,65,3797,EXPENSETYPE
3331-HQDTW,1,United States,California,Homewood,96141,"39.117018, -120.212535",39.117018,-120.212535,Female,No,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,109.8,3587.25,Yes,1,78,3410,EXPENSECATEGORY
9490-DFPMD,1,United States,California,Tahoma,96142,"39.061227, -120.179546",39.061227,-120.179546,Female,Yes,No,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.65,3541.35,Yes,1,76,4871,EXPENSETYPE
5442-XSDCW,1,United States,California,Tahoe City,96145,"39.178337, -120.162806",39.178337,-120.162806,Male,No,Yes,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.5,868.5,Yes,1,68,3469,EXPENSETYPE
3049-NDXFL,1,United States,California,South Lake Tahoe,96150,"38.911577, -120.106169",38.911577,-120.106169,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.8,85.8,Yes,1,99,2850,EXPENSETYPE
8580-AECUZ,1,United States,California,Truckee,96161,"39.342498, -120.247127",39.342498,-120.247127,Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.1,79.1,Yes,1,84,5001,EXPENSETYPE
7963-GQRMY,1,United States,California,Los Angeles,90004,"34.076259, -118.310715",34.076259,-118.310715,Female,No,Yes,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.3,134.5,Yes,1,88,4903,EXPENSETYPE
1228-FZFRV,1,United States,California,Los Angeles,90007,"34.027337, -118.28515",34.027337,-118.28515,Male,No,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),105.95,5341.8,Yes,1,79,5536,EXPENSECATEGORY
2058-DCJBE,1,United States,California,Los Angeles,90012,"34.065875, -118.238728",34.065875,-118.238728,Male,No,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.75,324.6,Yes,1,99,3965,EXPENSETYPE
5364-XYIRR,1,United States,California,Los Angeles,90013,"34.044639, -118.240413",34.044639,-118.240413,Male,No,Yes,No,51,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.65,4812.75,Yes,1,100,4747,EXPENSETYPE
4829-AUOAX,1,United States,California,Los Angeles,90014,"34.043144, -118.251977",34.043144,-118.251977,Female,No,No,No,46,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.05,4399.5,Yes,1,77,2712,EXPENSECATEGORY
5047-LHVLY,1,United States,California,Los Angeles,90020,"34.066367, -118.309868",34.066367,-118.309868,Male,Yes,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.15,50.15,Yes,1,98,3438,EXPENSETYPE
9158-VCTQB,1,United States,California,Los Angeles,90023,"34.017697, -118.200577",34.017697,-118.200577,Female,No,Yes,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),113.6,4594.95,Yes,1,96,4963,EXPENSETYPE
6311-UEUME,1,United States,California,Los Angeles,90025,"34.046174, -118.446333",34.046174,-118.446333,Female,No,No,No,29,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.9,2384.15,Yes,1,90,3249,EXPENSETYPE
6839-ITVZJ,1,United States,California,Los Angeles,90037,"34.002642, -118.287596",34.002642,-118.287596,Female,No,Yes,No,26,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,60.05,1616.15,Yes,1,71,2039,UNCERTAINTY
0375-HVGXO,1,United States,California,Los Angeles,90045,"33.954017, -118.402447",33.954017,-118.402447,Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,34.7,34.7,Yes,1,81,4476,UNCERTAINTY
8593-WHYHV,1,United States,California,Los Angeles,90047,"33.958149, -118.308441",33.958149,-118.308441,Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.3,264.8,Yes,1,67,4934,UNCERTAINTY
6097-EQISJ,1,United States,California,Los Angeles,90058,"34.001617, -118.222274",34.001617,-118.222274,Female,No,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),102.45,6615.15,Yes,1,82,4688,ROLE
4423-YLHDV,1,United States,California,Los Angeles,90059,"33.927254, -118.249826",33.927254,-118.249826,Female,No,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.4,2200.25,Yes,1,67,5570,ROLE
0107-YHINA,1,United States,California,Los Angeles,90062,"34.003553, -118.308933",34.003553,-118.308933,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.75,99.75,Yes,1,93,4214,ROLE
8640-SDGKB,1,United States,California,Los Angeles,90066,"34.002028, -118.430656",34.002028,-118.430656,Male,No,No,No,4,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.4,299.7,Yes,1,69,3633,ROLE
4116-TZAQJ,1,United States,California,Culver City,90230,"33.993991, -118.39704",33.993991,-118.39704,Female,No,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.25,639.65,Yes,1,76,5393,ROLE
3877-JRJIP,1,United States,California,Hawthorne,90250,"33.914775, -118.348083",33.914775,-118.348083,Male,No,No,No,1,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.85,59.85,Yes,1,71,4017,ROLE
8375-DKEBR,1,United States,California,Hermosa Beach,90254,"33.86532, -118.396336",33.86532,-118.396336,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,Yes,1,96,3438,ROLE
7511-YMXVQ,1,United States,California,Lynwood,90262,"33.923573, -118.200669",33.923573,-118.200669,Male,No,No,No,9,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,45.4,418.8,Yes,1,81,5028,EMPATHY
7551-JOHTI,1,United States,California,Malibu,90265,"34.074572, -118.831181",34.074572,-118.831181,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,19.5,Yes,1,77,5211,ROLE
9804-ICWBG,1,United States,California,Pacific Palisades,90272,"34.079449, -118.548306",34.079449,-118.548306,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,69.9,Yes,1,88,3349,ROLE
5318-IXUZF,1,United States,California,Redondo Beach,90277,"33.830453, -118.384565",33.830453,-118.384565,Female,No,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.15,183.75,Yes,1,72,4149,UNCERTAINTY
3198-VELRD,1,United States,California,Marina Del Rey,90292,"33.977468, -118.445475",33.977468,-118.445475,Female,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.75,264.85,Yes,1,100,2014,ROLE
9436-ZBZCT,1,United States,California,Inglewood,90303,"33.936291, -118.332639",33.936291,-118.332639,Male,No,No,No,14,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.95,1178.4,Yes,1,97,5463,ROLE
7279-BUYWN,1,United States,California,Buena Park,90620,"33.845706, -118.012204",33.845706,-118.012204,Female,Yes,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.2,4689.5,Yes,1,89,3380,ROLE
7156-MHUGY,1,United States,California,Buena Park,90621,"33.874224, -117.993368",33.874224,-117.993368,Male,Yes,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.5,1201.15,Yes,1,76,5394,ROLE
7198-GLXTC,1,United States,California,La Palma,90623,"33.850504, -118.039892",33.850504,-118.039892,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.0,143.65,Yes,1,92,5239,SUPPORTATTITUDE
0516-VRYBW,1,United States,California,Stanton,90680,"33.801869, -117.995068",33.801869,-117.995068,Female,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.15,390.85,Yes,1,85,4931,EMPATHY
8380-PEFPE,1,United States,California,Avalon,90704,"33.391181, -118.421305",33.391181,-118.421305,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65,71.65,Yes,1,93,2377,EMPATHY
5687-DKDTV,1,United States,California,Bellflower,90706,"33.887676, -118.127289",33.887676,-118.127289,Female,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,77.5,Yes,1,76,5984,ROLE
